SortIt	Order	Date	Image_Name	SiteNo	SideNo	LFC	LFCC	LFCCR	DF	Pelicans	Grebes	Cormorant	Percent_Obstructed	Exposure	Image_Clarity	Water_Clarity	Month	Day	Year	Time	Time_as_Num	Discharge_cms	Velocity_m_s	Argo_Depth_m	Logger_Depth_m	Logger_Temp_C	DucksUnlimited_Temp	Discharge_Dir
148	2031	30/05/2014	IMG_1454	1	1	20	21	21	0	0	0	0	6	2	1	2	30	5	2014	14:15:00	0.59375	3.679	0.073	2.936	1.078	19.063	19.3	From_Lake
149	2032	30/05/2014	IMG_1455	1	1	32	34	34	0	0	0	0	6	2	1	2	30	5	2014	14:30:00	0.60417	2.658	0.067	2.94	1.079	19.17	19.4	From_Lake
150	2033	30/05/2014	IMG_1456	1	1	36	38	38	0	0	0	0	7	2	1	2	30	5	2014	14:45:00	0.61458	2.235	0.087	2.942	1.076	19.253	19.5	From_Lake
151	2034	30/05/2014	IMG_1457	1	1	31	33	33	0	0	0	0	6	2	1	2	30	5	2014	15:00:00	0.625	2.509	0.097	2.94	1.078	19.332	19.6	From_Lake
152	2035	30/05/2014	IMG_1458	1	1	38	40	40	0	0	0	0	6	2	1	1	30	5	2014	15:15:00	0.63542	3.29	0.086	2.934	1.08	19.443	19.7	From_Lake
153	2036	30/05/2014	IMG_1459	1	1	40	43	43	0	0	0	0	7	2	1	1	30	5	2014	15:30:00	0.64583	3.21	0.067	2.935	1.08	19.59	19.7	From_Lake
154	2037	30/05/2014	IMG_1460	1	1	45	47	47	0	0	0	0	5	2	1	1	30	5	2014	15:45:00	0.65625	2.816	0.059	2.94	1.081	19.75	19.9	From_Lake
155	2038	30/05/2014	IMG_1461	1	1	38	40	40	0	0	0	0	5	2	1	1	30	5	2014	16:00:00	0.66667	3.977	0.064	2.942	1.078	19.947	20.1	From_Lake
156	2039	30/05/2014	IMG_1462	1	1	50	51	51	0	0	0	0	3	2	1	1	30	5	2014	16:15:00	0.67708	2.659	0.078	2.954	1.076	20.1	20.1	From_Lake
157	2040	30/05/2014	IMG_1463	1	1	43	44	44	0	0	0	0	2	2	1	1	30	5	2014	16:30:00	0.6875	1.371	0.077	2.941	1.075	20.138	20.2	From_Lake
158	2041	30/05/2014	IMG_1464	1	1	46	46	46	0	0	0	0	0	2	1	1	30	5	2014	16:45:00	0.69792	1.484	0.07	2.947	1.072	19.536	20.3	From_Lake
159	2042	30/05/2014	IMG_1465	1	1	29	29	29	0	0	0	0	0	2	1	2	30	5	2014	17:00:00	0.70833	1.745	0.091	2.945	1.068	19.214	20.3	From_Lake
160	2043	30/05/2014	IMG_1466	1	1	21	21	21	0	0	0	0	0	2	1	2	30	5	2014	17:15:00	0.71875	0.856	0.067	2.935	1.066	19.173	20.3	From_Lake
161	2044	30/05/2014	IMG_1467	1	1	23	23	23	0	0	0	0	0	2	1	2	30	5	2014	17:30:00	0.72917	1.209	0.043	2.94	1.064	19.243	20.3	From_Lake
162	2045	30/05/2014	IMG_1468	1	1	29	29	29	0	0	0	0	0	2	1	2	30	5	2014	17:45:00	0.73958	2.044	0.045	2.945	1.062	19.065	20.3	From_Lake
163	2046	30/05/2014	IMG_1469	1	1	44	44	44	0	0	0	0	0	2	1	2	30	5	2014	18:00:00	0.75	0.882	0.05	2.937	1.059	19.074	20.3	From_Lake
164	2047	30/05/2014	IMG_1470	1	1	18	18	18	0	0	0	0	0	2	1	2	30	5	2014	18:15:00	0.76042	-0.007	0.034	2.937	1.055	19.099	20.3	From_Marsh
165	2048	30/05/2014	IMG_1471	1	1	18	18	18	0	0	0	0	0	2	1	2	30	5	2014	18:30:00	0.77083	-0.088	0.04	2.941	1.051	19.209	20.3	From_Marsh
166	2049	30/05/2014	IMG_1472	1	1	21	21	21	0	0	0	0	0	2	1	2	30	5	2014	18:45:00	0.78125	-0.732	0.056	2.939	1.05	19.365	20.3	From_Marsh
167	2050	30/05/2014	IMG_1473	1	1	8	9	9	4	0	0	0	10	2	1	2	30	5	2014	19:00:00	0.79167	-1.591	0.034	2.936	1.05	18.979	20.3	From_Marsh
168	2051	30/05/2014	IMG_1474	1	1	0	0	0	2	0	4	0	10	2	1	2	30	5	2014	19:15:00	0.80208	-2.127	0.018	2.935	1.052	19.231	20.3	From_Marsh
169	2052	30/05/2014	IMG_1475	1	1	0	0	0	7	0	0	0	29	2	1	2	30	5	2014	19:30:00	0.8125	-1.591	0.016	2.932	1.054	19.355	20.3	From_Marsh
170	2053	30/05/2014	IMG_1476	1	1	1	1	1	2	0	0	0	5	2	1	2	30	5	2014	19:45:00	0.82292	-1.056	0.004	2.93	1.056	18.742	20.3	From_Marsh
171	2054	30/05/2014	IMG_1477	1	1	1	1	1	0	0	0	0	0	2	1	2	30	5	2014	20:00:00	0.83333	-0.948	-0.012	2.93	1.056	18.831	20.3	From_Marsh
172	2055	30/05/2014	IMG_1478	1	1	0	0	0	0	1	0	0	4	2	1	2	30	5	2014	20:15:00	0.84375	-0.518	-0.022	2.93	1.056	18.347	20.3	From_Marsh
173	2056	30/05/2014	IMG_1479	1	1	0	0	0	1	1	0	0	1	2	1	2	30	5	2014	20:30:00	0.85417	-1.164	-0.012	2.93	1.052	18.402	20.3	From_Marsh
174	2057	30/05/2014	IMG_1480	1	1	12	12	12	0	0	0	0	0	2	1	2	30	5	2014	20:45:00	0.86458	-2.408	-0.002	2.933	1.053	18.656	20.3	From_Marsh
175	2058	30/05/2014	IMG_1481	1	1	11	11	11	0	0	0	0	0	2	1	2	30	5	2014	21:00:00	0.875	-3.65	0	2.933	1.052	19.09	20.2	From_Marsh
176	2059	30/05/2014	IMG_1482	1	1	23	25	25	2	0	0	0	7	2	1	2	30	5	2014	21:15:00	0.88542	-4.572	0.008	2.933	1.056	18.555	20.1	From_Marsh
177	2060	30/05/2014	IMG_1483	1	1	22	23	23	0	0	0	0	5	2	1	2	30	5	2014	21:30:00	0.89583	-4.525	-0.004	2.933	1.056	18.306	20	From_Marsh
178	2092	31/05/2014	IMG_1515	1	1	28	29	29	0	0	0	0	4	2	1	2	31	5	2014	5:30:00	0.22917	0.839	0.031	2.954	1.076	17.14	18	From_Lake
179	2093	31/05/2014	IMG_1516	1	1	31	31	31	0	0	0	0	0	2	1	2	31	5	2014	5:45:00	0.23958	0.429	0.019	2.958	1.075	17.121	17.9	From_Lake
180	2094	31/05/2014	IMG_1517	1	1	33	33	33	0	0	0	0	0	2	1	2	31	5	2014	6:00:00	0.25	0.238	0.036	2.957	1.077	17.127	17.9	From_Lake
181	2095	31/05/2014	IMG_1518	1	1	34	34	34	0	0	0	0	0	2	1	2	31	5	2014	6:15:00	0.26042	1.522	0.027	2.959	1.078	17.122	17.8	From_Lake
182	2096	31/05/2014	IMG_1519	1	1	21	21	21	0	0	0	0	0	2	1	2	31	5	2014	6:30:00	0.27083	1.056	0.033	2.956	1.079	17.094	17.8	From_Lake
183	2097	31/05/2014	IMG_1520	1	1	33	33	33	0	0	0	0	0	2	1	2	31	5	2014	6:45:00	0.28125	1.44	0.026	2.956	1.081	17.042	17.7	From_Lake
184	2098	31/05/2014	IMG_1521	1	1	28	28	28	0	0	0	0	0	2	1	2	31	5	2014	7:00:00	0.29167	2.257	0.022	2.956	1.08	17.012	17.6	From_Lake
185	2099	31/05/2014	IMG_1522	1	1	24	24	24	0	0	0	0	0	2	1	2	31	5	2014	7:15:00	0.30208	2.638	0.046	2.957	1.081	16.989	17.6	From_Lake
186	2100	31/05/2014	IMG_1523	1	1	31	31	31	0	0	0	0	0	2	1	2	31	5	2014	7:30:00	0.3125	3.46	0.037	2.954	1.082	16.951	17.6	From_Lake
187	2101	31/05/2014	IMG_1524	1	1	18	18	18	0	0	0	0	0	2	1	2	31	5	2014	7:45:00	0.32292	3.919	0.044	2.956	1.082	16.937	17.6	From_Lake
188	2102	31/05/2014	IMG_1525	1	1	6	7	7	0	3	0	0	11	2	1	2	31	5	2014	8:00:00	0.33333	4.558	0.059	2.955	1.081	16.894	17.5	From_Lake
189	2103	31/05/2014	IMG_1526	1	1	8	9	9	0	4	0	0	11	2	1	2	31	5	2014	8:15:00	0.34375	4.106	0.066	2.955	1.083	16.879	17.5	From_Lake
190	2104	31/05/2014	IMG_1527	1	1	2	2	2	0	1	0	0	5	2	1	2	31	5	2014	8:30:00	0.35417	4.385	0.081	2.956	1.081	16.886	17.5	From_Lake
191	2105	31/05/2014	IMG_1528	1	1	6	6	6	0	0	0	0	0	2	1	2	31	5	2014	8:45:00	0.36458	4.107	0.09	2.954	1.082	16.74	17.5	From_Lake
192	2106	31/05/2014	IMG_1529	1	1	12	12	12	0	0	0	0	0	2	1	2	31	5	2014	9:00:00	0.375	3.331	0.101	2.958	1.079	16.297	17.5	From_Lake
193	2107	31/05/2014	IMG_1530	1	1	14	14	14	0	0	0	0	0	2	1	2	31	5	2014	9:15:00	0.38542	2.253	0.093	2.953	1.079	16.048	17.5	From_Lake
194	2108	31/05/2014	IMG_1531	1	1	12	12	12	0	0	0	0	0	2	1	2	31	5	2014	9:30:00	0.39583	2.423	0.098	2.955	1.077	15.882	17.4	From_Lake
195	2109	31/05/2014	IMG_1532	1	1	22	22	22	0	0	0	0	0	2	1	2	31	5	2014	9:45:00	0.40625	2.197	0.093	2.953	1.076	16.004	17.5	From_Lake
196	2110	31/05/2014	IMG_1533	1	1	26	27	27	0	0	0	0	2	2	1	2	31	5	2014	10:00:00	0.41667	2.256	0.079	2.947	1.076	16.051	17.4	From_Lake
197	2111	31/05/2014	IMG_1534	1	1	27	27	27	0	1	0	0	0	2	1	1	31	5	2014	10:15:00	0.42708	2.473	0.059	2.953	1.076	16.127	17.5	From_Lake
198	2112	31/05/2014	IMG_1535	1	1	31	31	31	0	0	0	0	0	2	1	1	31	5	2014	10:30:00	0.4375	1.865	0.062	2.956	1.076	16.212	17.4	From_Lake
199	2113	31/05/2014	IMG_1536	1	1	15	15	15	0	0	0	0	0	2	1	1	31	5	2014	10:45:00	0.44792	2.333	0.058	2.952	1.075	16.281	17.5	From_Lake
200	2114	31/05/2014	IMG_1537	1	1	21	22	22	0	0	0	0	3	2	1	1	31	5	2014	11:00:00	0.45833	2.525	0.059	2.954	1.075	16.373	17.5	From_Lake
201	2115	31/05/2014	IMG_1538	1	1	30	31	31	0	0	0	0	3	2	1	1	31	5	2014	11:15:00	0.46875	2.273	0.063	2.954	1.08	16.485	17.6	From_Lake
202	2116	31/05/2014	IMG_1539	1	1	2	2	2	0	0	0	0	0	2	1	3	31	5	2014	11:30:00	0.47917	3.569	0.052	2.947	1.082	16.771	17.7	From_Lake
203	2117	31/05/2014	IMG_1540	1	1	11	11	11	0	0	0	0	2	2	1	2	31	5	2014	11:45:00	0.48958	5.067	0.061	2.951	1.079	17.18	17.9	From_Lake
204	2118	31/05/2014	IMG_1541	1	1	5	5	5	0	0	0	0	0	2	1	2	31	5	2014	12:00:00	0.5	5.091	0.064	2.952	1.079	17.34	18.1	From_Lake
205	2119	31/05/2014	IMG_1542	1	1	0	0	0	0	4	0	0	15	2	2	2	31	5	2014	12:15:00	0.51042	4.292	0.06	2.948	1.081	17.438	18.2	From_Lake
206	2120	31/05/2014	IMG_1543	1	1	3	3	3	0	0	0	0	2	2	2	2	31	5	2014	12:30:00	0.52083	4.194	0.083	2.956	1.081	17.536	18.4	From_Lake
207	2121	31/05/2014	IMG_1544	1	1	8	8	8	0	0	0	0	2	2	1	3	31	5	2014	12:45:00	0.53125	4.327	0.111	2.955	1.081	17.673	18.5	From_Lake
208	2122	31/05/2014	IMG_1545	1	1	6	6	6	0	0	0	0	2	2	1	3	31	5	2014	13:00:00	0.54167	4.037	0.111	2.954	1.08	17.824	18.6	From_Lake
209	2123	31/05/2014	IMG_1546	1	1	13	14	14	0	0	0	0	6	2	1	2	31	5	2014	13:15:00	0.55208	4.462	0.097	2.951	1.081	17.982	18.7	From_Lake
210	2124	31/05/2014	IMG_1547	1	1	6	6	6	0	0	0	0	3	2	1	2	31	5	2014	13:30:00	0.5625	4.956	0.095	2.945	1.081	18.192	18.9	From_Lake
211	2125	31/05/2014	IMG_1548	1	1	13	13	13	0	0	0	0	4	2	1	3	31	5	2014	13:45:00	0.57292	6.006	0.098	2.944	1.083	18.358	19	From_Lake
212	2126	31/05/2014	IMG_1549	1	1	0	0	0	0	4	0	0	13	2	1	3	31	5	2014	14:00:00	0.58333	7.053	0.092	2.947	1.084	18.571	19.2	From_Lake
213	2127	31/05/2014	IMG_1550	1	1	12	12	12	0	0	0	0	3	2	1	2	31	5	2014	14:15:00	0.59375	6.805	0.1	2.944	1.083	18.851	19.2	From_Lake
214	2128	31/05/2014	IMG_1551	1	1	15	16	16	0	0	0	0	4	2	1	2	31	5	2014	14:30:00	0.60417	6.67	0.109	2.946	1.081	19.049	19.5	From_Lake
215	2129	31/05/2014	IMG_1552	1	1	9	9	9	0	0	0	0	3	2	1	2	31	5	2014	14:45:00	0.61458	6.612	0.129	2.945	1.081	19.254	19.6	From_Lake
216	2130	31/05/2014	IMG_1553	1	1	15	16	16	0	1	0	0	8	2	1	1	31	5	2014	15:00:00	0.625	5.434	0.148	2.942	1.081	19.459	19.7	From_Lake
217	2131	31/05/2014	IMG_1554	1	1	23	23	23	0	0	0	0	2	2	1	1	31	5	2014	15:15:00	0.63542	4.471	0.144	2.941	1.079	19.585	19.8	From_Lake
218	2132	31/05/2014	IMG_1555	1	1	28	30	30	0	0	0	0	7	2	1	1	31	5	2014	15:30:00	0.64583	3.329	0.141	2.941	1.08	19.724	20	From_Lake
219	2133	31/05/2014	IMG_1556	1	1	32	33	33	0	0	0	0	2	2	1	1	31	5	2014	15:45:00	0.65625	2.22	0.14	2.94	1.08	19.862	20	From_Lake
220	2134	31/05/2014	IMG_1557	1	1	22	23	23	0	1	0	0	6	2	1	1	31	5	2014	16:00:00	0.66667	2.522	0.118	2.943	1.08	20.001	20.1	From_Lake
221	2135	31/05/2014	IMG_1558	1	1	34	35	35	0	0	0	0	3	2	1	1	31	5	2014	16:15:00	0.67708	2.301	0.1	2.947	1.08	20.125	20.2	From_Lake
222	2136	31/05/2014	IMG_1559	1	1	38	38	38	0	0	0	0	0	2	1	1	31	5	2014	16:30:00	0.6875	2.408	0.079	2.946	1.079	20.248	20.3	From_Lake
223	2137	31/05/2014	IMG_1560	1	1	39	39	39	0	0	0	0	0	2	1	1	31	5	2014	16:45:00	0.69792	1.722	0.059	2.948	1.079	20.387	20.4	From_Lake
224	2138	31/05/2014	IMG_1561	1	1	44	44	44	0	0	0	0	0	2	1	1	31	5	2014	17:00:00	0.70833	1.266	0.064	2.95	1.078	20.495	20.6	From_Lake
225	2139	31/05/2014	IMG_1562	1	1	41	41	41	0	0	0	0	0	2	1	1	31	5	2014	17:15:00	0.71875	1.866	0.06	2.948	1.079	20.554	20.7	From_Lake
226	2140	31/05/2014	IMG_1563	1	1	40	40	40	0	0	0	0	0	2	1	1	31	5	2014	17:30:00	0.72917	1.65	0.062	2.947	1.079	20.626	20.7	From_Lake
227	2141	31/05/2014	IMG_1564	1	1	36	36	36	0	0	0	0	0	2	1	2	31	5	2014	17:45:00	0.73958	1.68	0.05	2.94	1.08	20.658	20.7	From_Lake
228	2142	31/05/2014	IMG_1565	1	1	33	33	33	0	0	0	0	0	2	1	2	31	5	2014	18:00:00	0.75	2.087	0.041	2.944	1.08	20.663	20.8	From_Lake
229	2143	31/05/2014	IMG_1566	1	1	33	33	33	0	0	0	0	0	2	1	1	31	5	2014	18:15:00	0.76042	1.754	0.052	2.947	1.079	20.557	20.9	From_Lake
230	2144	31/05/2014	IMG_1567	1	1	25	25	25	0	0	0	0	0	2	1	1	31	5	2014	18:30:00	0.77083	2.251	0.048	2.949	1.078	20.151	20.9	From_Lake
231	2145	31/05/2014	IMG_1568	1	1	32	32	32	0	0	0	0	0	2	1	1	31	5	2014	18:45:00	0.78125	2.27	0.049	2.952	1.077	20.049	20.9	From_Lake
232	2146	31/05/2014	IMG_1569	1	1	32	32	32	0	0	0	0	0	2	1	1	31	5	2014	19:00:00	0.79167	2.349	0.056	2.95	1.077	19.983	21	From_Lake
233	2147	31/05/2014	IMG_1570	1	1	23	23	23	0	0	0	0	0	2	1	1	31	5	2014	19:15:00	0.80208	3.031	0.05	2.945	1.078	19.892	20.9	From_Lake
234	2148	31/05/2014	IMG_1571	1	1	29	29	29	0	0	0	0	0	2	1	1	31	5	2014	19:30:00	0.8125	3.062	0.059	2.951	1.078	19.713	20.8	From_Lake
235	2149	31/05/2014	IMG_1572	1	1	26	26	26	0	0	0	0	0	2	1	1	31	5	2014	19:45:00	0.82292	4.156	0.06	2.945	1.079	19.628	20.7	From_Lake
236	2150	31/05/2014	IMG_1573	1	1	33	33	33	0	0	0	0	0	2	1	1	31	5	2014	20:00:00	0.83333	4.921	0.061	2.944	1.079	19.471	20.7	From_Lake
237	2151	31/05/2014	IMG_1574	1	1	26	26	26	0	0	0	0	0	2	1	1	31	5	2014	20:15:00	0.84375	5.799	0.074	2.946	1.079	19.55	20.7	From_Lake
238	2152	31/05/2014	IMG_1575	1	1	28	28	28	0	0	0	0	0	2	1	1	31	5	2014	20:30:00	0.85417	5.528	0.074	2.948	1.078	19.585	20.6	From_Lake
239	2153	31/05/2014	IMG_1576	1	1	35	35	35	0	0	0	0	0	2	1	1	31	5	2014	20:45:00	0.86458	5.17	0.094	2.951	1.077	19.643	20.6	From_Lake
240	2154	31/05/2014	IMG_1577	1	1	24	24	24	0	0	0	0	0	2	1	1	31	5	2014	21:00:00	0.875	4.658	0.108	2.952	1.076	19.729	20.5	From_Lake
241	2155	31/05/2014	IMG_1578	1	1	36	36	36	0	0	0	0	1	2	1	1	31	5	2014	21:15:00	0.88542	4.437	0.124	2.954	1.075	19.76	20.5	From_Lake
242	2156	31/05/2014	IMG_1579	1	1	39	40	40	0	0	0	0	3	2	1	1	31	5	2014	21:30:00	0.89583	4.383	0.119	2.954	1.074	19.712	20.4	From_Lake
243	2188	01/06/2014	IMG_1611	1	1	1	1	1	0	5	0	0	17	2	1	3	1	6	2014	5:30:00	0.22917	5.855	0.186	2.952	1.084	18.233	18.8	From_Lake
244	2189	01/06/2014	IMG_1612	1	1	19	19	19	0	0	0	0	2	2	1	2	1	6	2014	5:45:00	0.23958	6.211	0.149	2.954	1.084	18.215	18.7	From_Lake
245	2190	01/06/2014	IMG_1613	1	1	20	20	20	0	0	0	0	2	2	1	2	1	6	2014	6:00:00	0.25	6.71	0.145	2.954	1.081	18.198	18.7	From_Lake
246	2191	01/06/2014	IMG_1614	1	1	0	0	0	0	1	0	0	1	2	1	2	1	6	2014	6:15:00	0.26042	5.833	0.15	2.955	1.083	18.161	18.6	From_Lake
247	2192	01/06/2014	IMG_1615	1	1	15	15	15	0	0	0	0	0	2	1	2	1	6	2014	6:30:00	0.27083	6.026	0.125	2.954	1.085	18.145	18.6	From_Lake
248	2193	01/06/2014	IMG_1616	1	1	8	8	8	0	0	0	0	0	2	1	3	1	6	2014	6:45:00	0.28125	5.664	0.132	2.955	1.084	18.179	18.5	From_Lake
249	2194	01/06/2014	IMG_1617	1	1	10	10	10	0	0	0	0	0	2	1	3	1	6	2014	7:00:00	0.29167	5.742	0.141	2.95	1.083	18.166	18.4	From_Lake
250	2195	01/06/2014	IMG_1618	1	1	15	15	15	0	0	0	0	0	2	1	3	1	6	2014	7:15:00	0.30208	7.015	0.125	2.956	1.085	18.125	18.4	From_Lake
251	2196	01/06/2014	IMG_1619	1	1	9	9	9	0	0	0	0	0	2	1	3	1	6	2014	7:30:00	0.3125	7.427	0.128	2.956	1.086	18.126	18.3	From_Lake
252	2197	01/06/2014	IMG_1620	1	1	13	13	13	0	0	0	0	0	2	1	3	1	6	2014	7:45:00	0.32292	7.564	0.122	2.954	1.086	18.13	18.3	From_Lake
253	2198	01/06/2014	IMG_1621	1	1	8	8	8	0	1	0	0	1	2	1	3	1	6	2014	8:00:00	0.33333	8.059	0.123	2.953	1.084	18.115	18.3	From_Lake
254	2199	01/06/2014	IMG_1622	1	1	11	11	11	0	0	0	0	0	2	1	3	1	6	2014	8:15:00	0.34375	8.548	0.147	2.952	1.085	18.153	18.3	From_Lake
255	2200	01/06/2014	IMG_1623	1	1	15	15	15	0	0	0	0	0	2	1	3	1	6	2014	8:30:00	0.35417	7.59	0.154	2.952	1.085	18.203	18.3	From_Lake
256	2201	01/06/2014	IMG_1624	1	1	15	15	15	0	0	0	0	0	2	1	2	1	6	2014	8:45:00	0.36458	8.293	0.157	2.947	1.087	18.217	18.3	From_Lake
257	2202	01/06/2014	IMG_1625	1	1	16	16	16	0	0	0	0	0	2	1	2	1	6	2014	9:00:00	0.375	9.509	0.166	2.948	1.081	18.214	18.3	From_Lake
258	2203	01/06/2014	IMG_1626	1	1	7	7	7	0	0	0	0	0	2	1	2	1	6	2014	9:15:00	0.38542	9.187	0.175	2.953	1.082	18.234	18.3	From_Lake
259	2204	01/06/2014	IMG_1627	1	1	2	2	2	0	0	0	0	0	2	1	3	1	6	2014	9:30:00	0.39583	9.871	0.157	2.952	1.081	18.297	18.2	From_Lake
260	2205	01/06/2014	IMG_1628	1	1	11	11	11	0	0	0	0	0	2	1	3	1	6	2014	9:45:00	0.40625	9.735	0.17	2.951	1.085	18.344	18.2	From_Lake
261	2206	01/06/2014	IMG_1629	1	1	17	17	17	0	0	0	0	0	2	1	2	1	6	2014	10:00:00	0.41667	8.39	0.192	2.954	1.082	18.383	18.3	From_Lake
262	2207	01/06/2014	IMG_1630	1	1	3	3	3	0	0	0	0	0	2	1	2	1	6	2014	10:15:00	0.42708	8.61	0.187	2.951	1.086	18.443	18.4	From_Lake
263	2208	01/06/2014	IMG_1631	1	1	7	7	7	0	0	0	0	0	2	1	2	1	6	2014	10:30:00	0.4375	10.171	0.199	2.951	1.091	18.515	18.5	From_Lake
264	2209	01/06/2014	IMG_1632	1	1	3	3	3	0	0	0	0	0	2	1	3	1	6	2014	10:45:00	0.44792	11.023	0.198	2.943	1.088	18.597	18.6	From_Lake
265	2210	01/06/2014	IMG_1633	1	1	7	7	7	0	0	0	0	0	2	1	3	1	6	2014	11:00:00	0.45833	10.817	0.172	2.949	1.082	18.674	18.6	From_Lake
266	2211	01/06/2014	IMG_1634	1	1	10	10	10	0	0	0	0	0	2	2	3	1	6	2014	11:15:00	0.46875	12.41	0.176	2.95	1.092	18.694	18.7	From_Lake
267	2212	01/06/2014	IMG_1635	1	1	0	0	0	0	3	0	0	10	2	1	3	1	6	2014	11:30:00	0.47917	12.999	0.205	2.947	1.094	18.738	18.8	From_Lake
268	2213	01/06/2014	IMG_1636	1	1	6	6	6	0	0	0	0	0	2	1	3	1	6	2014	11:45:00	0.48958	13.676	0.221	2.949	1.095	18.784	18.8	From_Lake
269	2214	01/06/2014	IMG_1637	1	1	4	4	4	0	0	0	0	0	2	1	3	1	6	2014	12:00:00	0.5	14.478	0.216	2.954	1.094	18.809	18.8	From_Lake
270	2215	01/06/2014	IMG_1638	1	1	3	3	3	0	0	0	0	0	2	1	3	1	6	2014	12:15:00	0.51042	15.791	0.246	2.952	1.103	18.814	18.8	From_Lake
271	2216	01/06/2014	IMG_1639	1	1	0	0	0	0	1	0	0	4	2	1	3	1	6	2014	12:30:00	0.52083	19.236	0.256	2.954	1.113	18.854	18.8	From_Lake
272	2217	01/06/2014	IMG_1640	1	1	0	0	0	0	0	0	0	2	2	1	3	1	6	2014	12:45:00	0.53125	20.31	0.269	2.951	1.114	18.921	18.7	From_Lake
273	2218	01/06/2014	IMG_1641	1	1	0	0	0	0	1	0	0	5	2	1	3	1	6	2014	13:00:00	0.54167	19.88	0.284	2.949	1.11	19.035	18.7	From_Lake
274	2219	01/06/2014	IMG_1642	1	1	0	0	0	0	0	0	0	2	2	1	3	1	6	2014	13:15:00	0.55208	20.511	0.307	2.955	1.108	19.16	18.6	From_Lake
275	2220	01/06/2014	IMG_1643	1	1	0	0	0	0	0	0	0	2	2	1	3	1	6	2014	13:30:00	0.5625	18.975	0.369	2.96	1.108	19.287	18.7	From_Lake
276	2221	01/06/2014	IMG_1644	1	1	0	0	0	0	1	0	0	6	2	1	3	1	6	2014	13:45:00	0.57292	21.881	0.389	2.959	1.109	19.45	18.9	From_Lake
277	2222	01/06/2014	IMG_1645	1	1	0	0	0	0	0	0	0	2	2	1	3	1	6	2014	14:00:00	0.58333	21.933	0.381	2.959	1.113	19.552	18.8	From_Lake
278	2223	01/06/2014	IMG_1646	1	1	0	0	0	0	0	0	0	7	2	2	3	1	6	2014	14:15:00	0.59375	20.899	0.393	2.957	1.117	19.566	18.5	From_Lake
279	2224	01/06/2014	IMG_1647	1	1	1	1	1	0	0	0	0	9	2	2	3	1	6	2014	14:30:00	0.60417	20.204	0.364	2.961	1.125	19.405	18.4	From_Lake
280	2225	01/06/2014	IMG_1648	1	1	5	6	6	0	1	0	0	13	2	2	3	1	6	2014	14:45:00	0.61458	24.346	0.418	2.958	1.133	19.27	18.5	From_Lake
281	2226	01/06/2014	IMG_1649	1	1	1	1	1	0	0	0	0	7	2	1	3	1	6	2014	15:00:00	0.625	25.632	0.418	2.961	1.136	19.1	18.4	From_Lake
282	2227	01/06/2014	IMG_1650	1	1	5	5	5	0	0	0	0	2	2	1	3	1	6	2014	15:15:00	0.63542	24.246	0.399	2.964	1.142	19.021	18	From_Lake
283	2228	01/06/2014	IMG_1651	1	1	5	5	5	0	0	0	0	2	2	1	3	1	6	2014	15:30:00	0.64583	23.501	0.385	2.967	1.145	19.007	18	From_Lake
284	2229	01/06/2014	IMG_1652	1	1	12	12	12	0	0	0	0	2	2	1	3	1	6	2014	15:45:00	0.65625	23.977	0.459	2.972	1.156	18.936	17.9	From_Lake
285	2230	01/06/2014	IMG_1653	1	1	3	3	3	0	0	0	0	3	2	1	3	1	6	2014	16:00:00	0.66667	26.104	0.484	2.966	1.161	18.844	17.9	From_Lake
286	2231	01/06/2014	IMG_1654	1	1	7	7	7	0	0	0	0	2	2	1	3	1	6	2014	16:15:00	0.67708	24.708	0.457	2.974	1.159	18.775	17.6	From_Lake
287	2232	01/06/2014	IMG_1655	1	1	2	2	2	0	0	0	0	2	2	1	3	1	6	2014	16:30:00	0.6875	25.327	0.443	2.974	1.162	18.906	17.1	From_Lake
288	2233	01/06/2014	IMG_1656	1	1	15	15	15	0	0	0	0	0	2	1	3	1	6	2014	16:45:00	0.69792	26.643	0.451	2.978	1.169	18.983	16.5	From_Lake
289	2234	01/06/2014	IMG_1657	1	1	0	0	0	0	0	0	0	0	2	1	3	1	6	2014	17:00:00	0.70833	26.177	0.488	2.981	1.173	19.408	17.3	From_Lake
290	2235	01/06/2014	IMG_1658	1	1	0	0	0	0	0	0	0	0	2	1	3	1	6	2014	17:15:00	0.71875	24.713	0.463	2.981	1.174	19.362	18.2	From_Lake
291	2236	01/06/2014	IMG_1659	1	1	0	0	0	0	0	0	0	0	2	1	3	1	6	2014	17:30:00	0.72917	27.973	0.474	2.981	1.195	19.559	18.5	From_Lake
292	2237	01/06/2014	IMG_1660	1	1	0	0	0	0	0	0	0	0	2	1	3	1	6	2014	17:45:00	0.73958	27.199	0.498	2.98	1.179	19.719	17.4	From_Lake
293	2238	01/06/2014	IMG_1661	1	1	0	0	0	0	0	0	0	0	2	1	3	1	6	2014	18:00:00	0.75	27.696	0.489	2.982	1.18	19.502	16.9	From_Lake
294	2239	01/06/2014	IMG_1662	1	1	0	0	0	0	0	0	0	0	2	1	3	1	6	2014	18:15:00	0.76042	27.075	0.463	2.983	1.173	19.231	16.9	From_Lake
295	2240	01/06/2014	IMG_1663	1	1	0	0	0	0	0	0	0	0	2	1	3	1	6	2014	18:30:00	0.77083	26.131	0.522	2.98	1.193	18.768	16.5	From_Lake
